0.905269	1.155592	3.380003	1.300440
0.913920	1.148098	3.396503	1.306313
0.926967	1.137589	3.412946	1.312387
0.938599	1.128010	3.429341	1.318646
0.948976	1.119293	3.445688	1.325071
0.958239	1.111373	3.461991	1.331643
0.966512	1.104186	3.478251	1.338348
0.973904	1.097671	3.494471	1.345171
0.980512	1.091772	3.510653	1.352099
0.986424	1.086433	3.526800	1.359123
0.991714	1.081606	3.542914	1.366231
0.996450	1.077245	3.558999	1.373416
1.000691	1.073305	3.575057	1.380668
1.004492	1.069749	3.591089	1.387981
1.007898	1.066540	3.607099	1.395349
1.010952	1.063645	3.623088	1.402766
1.013692	1.061034	3.639057	1.410227
1.016150	1.058680	3.655009	1.417727
1.018356	1.056558	3.670946	1.425262
1.020336	1.054645	3.686868	1.432829
1.022115	1.052921	3.702777	1.440424
1.023714	1.051367	3.718675	1.448045
1.025151	1.049966	3.734562	1.455688
1.026443	1.048702	3.750439	1.463352
1.027606	1.047562	3.766308	1.471034
1.028653	1.046534	3.782169	1.478732
1.029596	1.045606	3.798023	1.486445
1.030447	1.044767	3.813871	1.494172
1.031215	1.044008	3.829713	1.501910
1.031910	1.043322	3.845551	1.509658
1.032538	1.042699	3.861383	1.517416
1.033109	1.042134	3.877212	1.525182
1.033627	1.041620	3.893037	1.532955
1.034099	1.041150	3.908859	1.540735
1.034531	1.040721	3.924679	1.548521
1.034928	1.040327	3.940495	1.556312
1.035293	1.039963	3.956310	1.564107
1.035632	1.039625	3.972123	1.571906
1.035948	1.039310	3.987934	1.579708
1.036245	1.039014	4.003743	1.587513
1.036526	1.038734	4.019552	1.595320
1.036794	1.038466	4.035360	1.603129
1.037052	1.038207	4.051167	1.610939
1.037304	1.037956	4.066974	1.618751
1.037552	1.037707	4.082780	1.626563
1.037800	1.037460	4.098586	1.634374
1.038049	1.037211	4.114393	1.642186
1.038302	1.036956	4.130200	1.649997
1.038564	1.036695	4.146007	1.657807
1.038836	1.036422	4.161815	1.665615
1.039121	1.036136	4.177624	1.673422
1.039423	1.035832	4.193434	1.681226
1.039746	1.035508	4.209246	1.689027
1.040093	1.035160	4.225059	1.696824
1.040467	1.034783	4.240875	1.704618
1.040874	1.034374	4.256692	1.712407
1.041317	1.033927	4.272512	1.720191
1.041802	1.033439	4.288335	1.727968
1.042334	1.032902	4.304162	1.735739
1.042919	1.032311	4.319992	1.743502
1.043564	1.031659	4.335826	1.751256
1.044276	1.030938	4.351665	1.759001
1.045063	1.030140	4.367510	1.766735
1.045933	1.029256	4.383360	1.774456
1.046896	1.028276	4.399216	1.782164
1.047964	1.027188	4.415080	1.789857
1.049147	1.025979	4.430952	1.797532
1.050459	1.024635	4.446833	1.805189
1.051914	1.023141	4.462724	1.812824
1.053529	1.021479	4.478625	1.820435
1.055320	1.019628	4.494539	1.828021
1.057306	1.017568	4.510466	1.835576
1.059511	1.015272	4.526408	1.843099
1.061955	1.012715	4.542366	1.850585
1.064667	1.009864	4.558343	1.858030
1.067673	1.006685	4.574339	1.865429
1.071005	1.003139	4.590356	1.872778
1.074697	0.999182	4.606397	1.880069
1.078786	0.994766	4.622465	1.887297
1.083313	0.989834	4.638560	1.894455
1.088321	0.984324	4.654686	1.901533
1.093859	0.978166	4.670846	1.908523
1.099978	0.971280	4.687041	1.915414
1.106732	0.963576	4.703275	1.922195
1.114181	0.954953	4.719551	1.928853
1.122386	0.945296	4.735869	1.935373
1.131412	0.934474	4.752234	1.941738
1.141325	0.922340	4.768646	1.947932
1.152194	0.908725	4.785107	1.953933
1.164087	0.893440	4.801618	1.959719
1.177066	0.876268	4.818177	1.965263
1.191192	0.856966	4.834781	1.970539
1.206514	0.835256	4.851427	1.975514
1.223065	0.810825	4.868106	1.980154
1.240858	0.783321	4.884807	1.984421
1.259876	0.752349	4.901514	1.988273
1.280058	0.717468	4.918205	1.991665
1.301290	0.678189	4.934849	1.994548
1.323385	0.633981	4.951408	1.996874
1.346063	0.584268	4.967831	1.998589
1.368929	0.528444	4.984053	1.999644
1.369902	0.488477	5.000000	2.000000
